"Time stamp","Electricity from grid (year 1 hourly) | (kWh)","Electricity from system to load (year 1 hourly) | (kWh)","System power generated | (kW)","TOU period for demand charges (year 1 hourly)","TOU period for energy charges (year 1 hourly)","Electricity load (year 1) | (kW)","Bill load (year 1) | (kWh)","Demand charge with system (year 1 hourly) | ($)","Demand charge without system (year 1 hourly) | ($)","Electricity peak from grid per TOU period (year 1 hourly) | (kW)","Electricity peak from system to load (year 1 hourly) | (kW)","Electricity sales/purchases with system (year 1 hourly) | ($)","Electricity sales/purchases without system (year 1 hourly) | ($)","Electricity to grid (year 1 hourly) | (kWh)","Electricity to/from grid (year 1 hourly) | (kWh)","Electricity to/from grid peak (year 1 hourly) | (kW)","Energy charge with system (year 1 hourly) | ($)","Energy charge without system (year 1 hourly) | ($)","Lifetime electricity load | (kW)","AC wiring loss | (kW)","Absolute air mass","Array DC power | (kW)","Array DC power loss due to snow | (kW)","Array POA beam radiation after shading and soiling | (kW)","Array POA front-side beam radiation nominal | (kW)","Array POA front-side total radiation after cover | (kW)","Array POA front-side total radiation after shading and soiling | (kW)","Array POA front-side total radiation after shading only | (kW)","Array POA front-side total radiation nominal | (kW)","Array POA radiation total after cover | (kW)","Array POA rear-side total radiation after cover | (kW)","Inverter DC input voltage at MPPT 1 | (V)","Inverter clipping loss AC power limit | (kW)","Inverter clipping loss DC MPPT voltage limits | (kW)","Inverter efficiency | (%)","Inverter night time loss | (kW)","Inverter power consumption loss | (kW)","Inverter thermal derate loss | (kW)","Inverter total power loss | (kW)","Irradiance DHI from weather file | (W/m2)","Irradiance DNI from weather file | (W/m2)","Irradiance GHI calculated | (W/m2)","Irradiance GHI from weather file | (W/m2)","Subarray 1 Angle of incidence | (deg)","Subarray 1 Angle of incidence Modifier | (0-1)","Subarray 1 Axis rotation for 1 axis trackers | (deg)","Subarray 1 Axis rotation ideal for 1 axis trackers | (deg)","Subarray 1 Cell temperature | (C)","Subarray 1 External shading and soiling beam irradiance factor | (frac)","Subarray 1 Module efficiency | (%)","Subarray 1 Open circuit voltage | (V)","Subarray 1 Operating voltage | (V)","Subarray 1 POA front beam irradiance after shading and soiling | (W/m2)","Subarray 1 POA front diffuse irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after module cover | (W/m2)","Subarray 1 POA total front irradiance after shading and soiling | (W/m2)","Subarray 1 POA total front irradiance after shading only | (W/m2)","Subarray 1 POA total front irradiance nominal | (W/m2)","Subarray 1 POA total irradiance after module cover | (W/m2)","Subarray 1 POA total rear irradiance after module cover | (W/m2)","Subarray 1 Partial external shading DC factor | (frac)","Subarray 1 Self-shading linear beam irradiance factor | (frac)","Subarray 1 Self-shading non-linear DC factor | (frac)","Subarray 1 Self-shading non-linear ground diffuse irradiance factor | (frac)","Subarray 1 Self-shading non-linear sky diffuse irradiance factor | (frac)","Subarray 1 Short circuit current | (A)","Subarray 1 Soiling beam irradiance factor | (frac)","Subarray 1 Surface azimuth | (deg)","Subarray 1 Surface tilt | (deg)","Sun altitude angle | (deg)","Sun azimuth angle | (deg)","Sun position time | (hour)","Sun up over horizon | (0/1/2/3)","Sun zenith angle | (deg)","Transformer load loss | (kW)","Transformer no load loss | (kW)","Transformer total loss | (kW)","Transmission loss | (kW)","Weather file albedo","Weather file ambient temperature | (C)","Weather file snow depth | (cm)","Weather file wind speed | (m/s)"
"Dec 13, 03:00 am",0.546834,-0.0009999,-0.0009999,1,1,0.545834,0.545834,0,0,0,-0.0009999,0,0,0,-0.546834,-0.546834,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,0.6
"Dec 13, 04:00 am",0.553076,-0.0009999,-0.0009999,1,1,0.552076,0.552076,0,0,0,-0.0009999,0,0,0,-0.553076,-0.553076,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,0.9
"Dec 13, 05:00 am",0.61515,-0.0009999,-0.0009999,1,1,0.61415,0.61415,0,0,0,-0.0009999,0,0,0,-0.61515,-0.61515,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,6,nan,1.2
"Dec 13, 06:00 am",0.795163,-0.0009999,-0.0009999,1,1,0.794163,0.794163,0,0,0,-0.0009999,0,0,0,-0.795163,-0.795163,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.5
"Dec 13, 07:00 am",1.06999,-0.0009999,-0.0009999,1,1,1.06899,1.06899,0,0,0,-0.0009999,0,0,0,-1.06999,-1.06999,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,2.1
"Dec 13, 08:00 am",0.33821,0.66941,0.66941,1,1,1.00762,1.00762,0,0,0,0.66941,0,0,0,-0.33821,-0.33821,0,0,0,0.00676172,8.62712,0.707708,0,3.14159,3.30694,3.80667,4.49732,4.73402,4.73402,3.80667,0,398.636,0,0,95.5439,0,0.0157052,0,0.0315363,53,517,105.903,nan,73.7323,0.846432,0,0,16.7793,0.95,16.4674,455.202,398.636,137.584,59.3733,166.711,196.957,207.323,207.323,166.711,0,0,0,0,0,0,0.986565,0.95,180,20,5.8732,122.733,8,1,84.1268,0,0,0,0,0.2,13,nan,3.1
"Dec 13, 09:00 am",0.148625,0.71578,0.71578,1,1,0.864405,0.864405,0,0,0,0.71578,0,0,0,-0.148625,-0.148625,0,0,0,0.0072301,3.49904,0.755517,0,0.610067,0.642176,3.80779,3.99606,4.20637,4.20637,3.80779,0,396.04,0,0,95.6975,0,0.0154319,0,0.0325063,140,59,155.968,nan,61.5317,0.952888,0,0,19.2634,0.95,19.7851,453.051,396.04,26.7175,148.287,166.76,175.005,184.215,184.215,166.76,0,0,0,0,0,0,1.06062,0.95,180,20,15.7024,132.479,9,1,74.2976,0,0,0,0,0.2,16,nan,3.7
"Dec 13, 10:00 am",0,0.86204,1.67822,1,2,0.86204,0.86204,0,0,0,0.86204,0,0,0.816181,0.816181,0.816181,0,0,0,0.0169517,2.34393,1.75078,0,4.30235,4.52879,8.80315,9.11165,9.59121,9.59121,8.80315,0,398.196,0,0,96.8238,0,0.0106138,0,0.0556086,190,312,316.98,nan,50.5288,0.966142,0,0,24.3531,0.95,20.1076,460.311,398.196,188.419,210.62,385.528,399.039,420.041,420.041,385.528,0,0,0,0,0,0,2.44695,0.95,180,20,24.0157,144.156,10,1,65.9843,0,0,0,0,0.2,17,nan,3.8
"Dec 13, 11:00 am",0,0.838421,2.38294,1,2,0.838421,0.838421,0,0,0,0.838421,0,0,1.54452,1.54452,1.54452,0,0,0,0.0240701,1.90739,2.48385,0,7.90695,8.3231,12.6505,12.9496,13.6312,13.6312,12.6505,0,395.678,0,0,96.9065,0,0.00702515,0,0.0768377,191,489,436.028,nan,41.8058,0.976898,0,0,28.1624,0.95,20.0721,461.46,395.678,346.28,220.841,554.019,567.12,596.969,596.969,554.019,0,0,0,0,0,0,3.49713,0.95,180,20,30.0715,158.06,11,1,59.9285,0,0,0,0,0.2,18,nan,4
"Dec 13, 12:00 pm",0,0.819018,1.66179,1,2,0.819018,0.819018,0,0,0,0.819018,0,0,0.842768,0.842768,0.842768,0,0,0,0.0167857,1.75026,1.73377,0,2.89167,3.04386,8.82469,9.11758,9.59745,9.59745,8.82469,0,397.341,0,0,96.8164,0,0.0106881,0,0.0551963,257,167,348.244,nan,37.0389,0.967877,0,0,24.9281,0.95,19.8992,459.437,397.341,126.639,272.66,386.472,399.298,420.314,420.314,386.472,0,0,0,0,0,0,2.42866,0.95,180,20,33.1185,173.844,12,1,56.8815,0,0,0,0,0.2,18,nan,4.2
"Dec 13, 01:00 pm",0,0.796265,1.3531,1,2,0.796265,0.796265,0,0,0,0.796265,0,0,0.556835,0.556835,0.556835,0,0,0,0.0136677,1.7716,1.41387,0,1.9206,2.02169,7.1937,7.45108,7.84324,7.84324,7.1937,0,397.329,0,0,96.6684,0,0.0122458,0,0.047104,239,112,299.452,nan,37.7656,0.965458,0,0,23.5041,0.95,19.8571,457.849,397.329,84.1116,242.203,315.043,326.315,343.49,343.49,315.043,0,0,0,0,0,0,1.97986,0.95,180,20,32.6666,190.253,13,1,57.3334,0,0,0,0,0.2,18,nan,4.4
"Dec 13, 02:00 pm",0,0.803361,1.15298,1,2,0.803361,0.803361,0,0,0,0.803361,0,0,0.349614,0.349614,0.349614,0,0,0,0.0116462,1.98368,1.20685,0,1.69341,1.78254,6.12244,6.34778,6.68187,6.68187,6.12244,0,396.806,0,0,96.5012,0,0.0132471,0,0.0422258,194,108,246.02,nan,43.7118,0.964501,0,0,22.694,0.95,19.8955,456.271,396.806,74.1618,203.835,268.128,277.997,292.628,292.628,268.128,0,0,0,0,0,0,1.69199,0.95,180,20,28.7943,205.645,14,1,61.2057,0,0,0,0,0.2,18,nan,4.4
"Dec 13, 03:00 pm",0.340447,0.546317,0.546317,1,3,0.886764,0.886764,0,0,0,0.546317,0,0,0,-0.340447,-0.340447,0,0,0,0.00551835,2.53379,0.580926,0,0.429355,0.451953,2.95972,3.08988,3.2525,3.2525,2.95972,0,392.543,0,0,94.9924,0,0.0162236,0,0.0290907,119,33,131.412,nan,53.1454,0.957877,0,0,19.3824,0.95,19.6745,448.674,392.543,18.8033,116.516,129.619,135.319,142.441,142.441,129.619,0,0,0,0,0,0,0.822888,0.95,180,20,22.0939,218.982,15,1,67.9061,0,0,0,0,0.2,17,nan,4.1
"Dec 13, 04:00 pm",0.960452,0.199358,0.199358,1,3,1.15981,1.15981,0,0,0,0.199358,0,0,0,-0.960452,-0.960452,0,0,0,0.00201372,4.0875,0.223932,0,0.130583,0.137455,1.16863,1.22833,1.29298,1.29298,1.16863,0,384.021,0,0,89.9256,0,0.0177968,0,0.0225597,51,14,54.2273,nan,64.5335,0.951401,0,0,16.1197,0.95,19.0777,437.814,384.021,5.71878,48.075,51.1795,53.7938,56.625,56.625,51.1795,0,0,0,0,0,0,0.324194,0.95,180,20,13.3277,230.126,16,1,76.6723,0,0,0,0,0.2,15,nan,3
"Dec 13, 05:00 pm",1.60794,-0.0009999,-0.0009999,1,3,1.60694,1.60694,0,0,0,-0.0009999,0,0,0,-1.60794,-1.60794,0,0,0,9.9e-06,13.6772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,76.8768,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,3.26534,239.458,17,1,86.7347,0,0,0,0,0.2,13,nan,2
"Dec 13, 06:00 pm",1.83101,-0.0009999,-0.0009999,1,3,1.83001,1.83001,0,0,0,-0.0009999,0,0,0,-1.83101,-1.83101,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,13,nan,1.7
"Dec 13, 07:00 pm",1.68349,-0.0009999,-0.0009999,1,3,1.68249,1.68249,0,0,0,-0.0009999,0,0,0,-1.68349,-1.68349,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,12,nan,2
"Dec 13, 08:00 pm",1.59801,-0.0009999,-0.0009999,1,1,1.59701,1.59701,0,0,0,-0.0009999,0,0,0,-1.59801,-1.59801,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,2.5
"Dec 13, 09:00 pm",1.45904,-0.0009999,-0.0009999,1,1,1.45804,1.45804,0,0,0,-0.0009999,0,0,0,-1.45904,-1.45904,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,2.5
"Dec 13, 10:00 pm",1.18777,-0.0009999,-0.0009999,1,1,1.18677,1.18677,0,0,0,-0.0009999,0,0,0,-1.18777,-1.18777,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,2.1
"Dec 13, 11:00 pm",0.937519,-0.0009999,-0.0009999,1,1,0.936519,0.936519,0,0,0,-0.0009999,0,0,0,-0.937519,-0.937519,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.8
"Dec 14, 12:00 am",0.679242,-0.0009999,-0.0009999,1,1,0.678242,0.678242,0,0,0,-0.0009999,0,0,0,-0.679242,-0.679242,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.7
"Dec 14, 01:00 am",0.591096,-0.0009999,-0.0009999,1,1,0.590096,0.590096,0,0,0,-0.0009999,0,0,0,-0.591096,-0.591096,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,1.7
"Dec 14, 02:00 am",0.552115,-0.0009999,-0.0009999,1,1,0.551115,0.551115,0,0,0,-0.0009999,0,0,0,-0.552115,-0.552115,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,11,nan,1.7
"Dec 14, 03:00 am",0.551029,-0.0009999,-0.0009999,1,1,0.550029,0.550029,0,0,0,-0.0009999,0,0,0,-0.551029,-0.551029,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.5
"Dec 14, 04:00 am",0.555688,-0.0009999,-0.0009999,1,1,0.554688,0.554688,0,0,0,-0.0009999,0,0,0,-0.555688,-0.555688,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,10,nan,1.3
"Dec 14, 05:00 am",0.616226,-0.0009999,-0.0009999,1,1,0.615226,0.615226,0,0,0,-0.0009999,0,0,0,-0.616226,-0.616226,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,9,nan,1.2
"Dec 14, 06:00 am",0.835377,-0.0009999,-0.0009999,1,1,0.834377,0.834377,0,0,0,-0.0009999,0,0,0,-0.835377,-0.835377,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.1
"Dec 14, 07:00 am",1.08249,-0.0009999,-0.0009999,1,1,1.08149,1.08149,0,0,0,-0.0009999,0,0,0,-1.08249,-1.08249,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.1
"Dec 14, 08:00 am",0.307746,0.706794,0.706794,1,1,1.01454,1.01454,0,0,0,0.706794,0,0,0,-0.307746,-0.307746,0,0,0,0.00713933,8.77792,0.746195,0,3.4567,3.63863,3.98058,4.73911,4.98854,4.98854,3.98058,0,404.264,0,0,95.6765,0,0.0156047,0,0.0322619,46,573,103.458,nan,73.8532,0.839942,0,0,13.1575,0.95,16.4771,460.71,404.264,151.384,56.1625,174.327,207.546,218.47,218.47,174.327,0,0,0,0,0,0,1.02501,0.95,180,20,5.755,122.706,8,1,84.245,0,0,0,0,0.2,8,nan,1.7
"Dec 14, 09:00 am",0,0.865259,1.0368,1,1,0.865259,0.865259,0,0,0,0.865259,0,0,0.171539,0.171539,0.171539,0,0,0,0.0104727,3.52362,1.08662,0,2.13192,2.24413,5.3544,5.64652,5.94371,5.94371,5.3544,0,405.377,0,0,96.3791,0,0.0139494,0,0.0393457,140,207,195.621,nan,61.6547,0.948266,0,0,15.5182,0.95,20.1382,463.654,405.377,93.3662,153.92,234.493,247.286,260.301,260.301,234.493,0,0,0,0,0,0,1.48906,0.95,180,20,15.5869,132.434,9,1,74.4131,0,0,0,0,0.2,10,nan,2.6
"Dec 14, 10:00 am",0,0.8641,2.64303,1,2,0.8641,0.8641,0,0,0,0.8641,0,0,1.77893,1.77893,1.77893,0,0,0,0.0266972,2.35361,2.75475,0,12.0492,12.6834,13.733,14.0963,14.8382,14.8382,13.733,0,401.829,0,0,96.9134,0,0.00573685,0,0.0850277,69,876,424.037,nan,50.6477,0.974229,0,0,23.9402,0.95,20.4504,468.35,401.829,527.688,89.6507,601.429,617.338,649.83,649.83,601.429,0,0,0,0,0,0,3.81617,0.95,180,20,23.9095,144.088,10,1,66.0905,0,0,0,0,0.2,11,nan,3
"Dec 14, 11:00 am",0,0.842048,3.14814,1,2,0.842048,0.842048,0,0,0,0.842048,0,0,2.30609,2.30609,2.30609,0,0,0,0.0317994,1.91256,3.28335,0,14.4159,15.1746,16.5796,16.8276,17.7133,17.7133,16.5796,0,399.371,0,0,96.8504,0,0.00314546,0,0.103413,82,893,528.247,nan,41.9105,0.98526,0,0,26.2676,0.95,20.4183,468.477,399.371,631.333,105.622,726.093,736.955,775.742,775.742,726.093,0,0,0,0,0,0,4.57961,0.95,180,20,29.9812,157.962,11,1,60.0188,0,0,0,0,0.2,12,nan,3.5
"Dec 14, 12:00 pm",0,0.819018,3.35348,1,2,0.819018,0.819018,0,0,0,0.819018,0,0,2.53446,2.53446,2.53446,0,0,0,0.0338735,1.75336,3.49886,0,15.7246,16.5522,17.7994,17.9984,18.9456,18.9456,17.7994,0,397.769,0,0,96.813,0,0.00209264,0,0.111507,81,909,576.769,nan,37.1116,0.988948,0,0,27.5823,0.95,20.3432,467.973,397.769,688.648,99.578,779.515,788.226,829.711,829.711,779.515,0,0,0,0,0,0,4.9018,0.95,180,20,33.052,173.721,12,1,56.948,0,0,0,0,0.2,13,nan,3.8
"Dec 14, 01:00 pm",0,0.796265,3.27843,1,2,0.796265,0.796265,0,0,0,0.796265,0,0,2.48216,2.48216,2.48216,0,0,0,0.0331154,1.77339,3.42007,0,15.3767,16.186,17.3723,17.5719,18.4967,18.4967,17.3723,0,398.187,0,0,96.8267,0,0.00247695,0,0.108528,78,897,561.664,nan,37.7911,0.988645,0,0,27.2375,0.95,20.3677,468.002,398.187,673.411,96.1372,760.811,769.548,810.051,810.051,760.811,0,0,0,0,0,0,4.78588,0.95,180,20,32.6293,190.113,13,1,57.3707,0,0,0,0,0.2,13,nan,3.8
"Dec 14, 02:00 pm",0.650674,0.152687,0.152687,1,2,0.803361,0.803361,0,0,0,0.152687,0,0,0,-0.650674,-0.650674,0,0,0,0.00154229,1.98417,0.17597,0,0,0,0.92475,0.967745,1.01868,1.01868,0.92475,0,383.892,0,0,87.645,0,0.0180245,0,0.0217411,47,0,47,nan,43.6932,0.955572,0,0,13.8009,0.95,19.0284,437.161,383.892,0,42.3818,40.4988,42.3818,44.6124,44.6124,40.4988,0,0,0,0,0,0,0.254764,0.95,180,20,28.7865,205.504,14,1,61.2135,0,0,0,0,0.2,13,nan,3.6
"Dec 14, 03:00 pm",0,0.886764,2.1099,1,3,0.886764,0.886764,0,0,0,0.886764,0,0,1.22313,1.22313,1.22313,0,0,0,0.0213121,2.53191,2.19904,0,9.32645,9.81732,10.927,11.2799,11.8736,11.8736,10.927,0,402.409,0,0,96.9154,0,0.00846099,0,0.0678323,66,716,335.508,nan,53.0958,0.968714,0,0,22.5196,0.95,20.401,466.345,402.409,408.446,85.5509,478.542,493.997,519.997,519.997,478.542,0,0,0,0,0,0,3.04043,0.95,180,20,22.1114,218.85,15,1,67.8886,0,0,0,0,0.2,12,nan,2.9
"Dec 14, 04:00 pm",0.697079,0.46273,0.46273,1,3,1.15981,1.15981,0,0,0,0.46273,0,0,0,-0.697079,-0.697079,0,0,0,0.00467405,4.07673,0.494884,0,1.29045,1.35837,2.48433,2.65248,2.79208,2.79208,2.48433,0,399.262,0,0,94.4472,0,0.0167536,0,0.0274798,53,138,84.899,nan,64.4639,0.936607,0,0,13.0153,0.95,19.5244,454.429,399.262,56.5146,59.6489,108.8,116.163,122.277,122.277,108.8,0,0,0,0,0,0,0.688376,0.95,180,20,13.3649,230.005,16,1,76.6351,0,0,0,0,0.2,10,nan,1.8
"Dec 14, 05:00 pm",1.60794,-0.0009999,-0.0009999,1,3,1.60694,1.60694,0,0,0,-0.0009999,0,0,0,-1.60794,-1.60794,0,0,0,9.9e-06,13.5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,76.7959,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,180,20,3.31487,239.347,17,1,86.6851,0,0,0,0,0.2,8,nan,1.1
"Dec 14, 06:00 pm",1.83101,-0.0009999,-0.0009999,1,3,1.83001,1.83001,0,0,0,-0.0009999,0,0,0,-1.83101,-1.83101,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.1
"Dec 14, 07:00 pm",1.68349,-0.0009999,-0.0009999,1,3,1.68249,1.68249,0,0,0,-0.0009999,0,0,0,-1.68349,-1.68349,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1.1
"Dec 14, 08:00 pm",1.59801,-0.0009999,-0.0009999,1,1,1.59701,1.59701,0,0,0,-0.0009999,0,0,0,-1.59801,-1.59801,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1
"Dec 14, 09:00 pm",1.45904,-0.0009999,-0.0009999,1,1,1.45804,1.45804,0,0,0,-0.0009999,0,0,0,-1.45904,-1.45904,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,0.9
"Dec 14, 10:00 pm",1.1775,-0.0009999,-0.0009999,1,1,1.1765,1.1765,0,0,0,-0.0009999,0,0,0,-1.1775,-1.1775,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,0.7
"Dec 14, 11:00 pm",0.923493,-0.0009999,-0.0009999,1,1,0.922493,0.922493,0,0,0,-0.0009999,0,0,0,-0.923493,-0.923493,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,0.8
"Dec 15, 12:00 am",0.662486,-0.0009999,-0.0009999,1,1,0.661486,0.661486,0,0,0,-0.0009999,0,0,0,-0.662486,-0.662486,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,8,nan,1
"Dec 15, 01:00 am",0.566259,-0.0009999,-0.0009999,1,1,0.565259,0.565259,0,0,0,-0.0009999,0,0,0,-0.566259,-0.566259,0,0,0,9.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0.00099,0,0,0,nan,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,-999,-999,0,0,-999,0,0,0,0,0.2,7,nan,1.3
